tempName,tempRole,tempClass,tempKey,ItemId,Spec
Eternal Commander MK-13 Field Tech's Belt,dps,sniper,dpssniper,458,sniperBurst
Eternal Commander MK-13 Force-Master's Belt,dps,sorc,dpssorc,468,sorcBurst
Eternal Commander MK-13 Force-Mystic's Belt,healer,sorc,healersorc,477,sorcHealer
Eternal Commander MK-13 Stalker's Belt,dps,sin,dpssin,499,sinBurst
Eternal Commander MK-13 Supercommando's Belt,tank,pt,tankpt,507,ptTank
Eternal Commander MK-13 Survivor's Belt,tank,sin,tanksin,517,sinTank
Eternal Commander MK-13 Vindicator's Belt,dps,jugg,dpsjugg,526,juggSust
Eternal Commander MK-13 War Leader's Belt,tank,jugg,tankjugg,533,juggTank
Eternal Commander MK-13 Weaponmaster's Belt,dps,mara,dpsmara,542,maraSust
Eternal Commander MK-15 Combat Medic's Belt,healer,merc,healermerc,555,mercHealer
Eternal Commander MK-15 Combat Tech's Belt,dps,pt,dpspt,562,ptSust
Eternal Commander MK-15 Eliminator's Belt,dps,merc,dpsmerc,570,mercBurst
Eternal Commander MK-15 Enforcer's Belt,dps,op,dpsop,581,opBurst
Eternal Commander MK-15 Field Medic's Belt,healer,op,healerop,588,opHealer
Eternal Commander MK-15 Field Tech's Belt,dps,sniper,dpssniper,595,sniperBurst
Eternal Commander MK-15 Force-Master's Belt,dps,sorc,dpssorc,605,sorcBurst
Eternal Commander MK-15 Force-Mystic's Belt,healer,sorc,healersorc,614,sorcHealer
Eternal Commander MK-15 Stalker's Belt,dps,sin,dpssin,636,sinBurst
Eternal Commander MK-15 Supercommando's Belt,tank,pt,tankpt,644,ptTank
Eternal Commander MK-15 Survivor's Belt,tank,sin,tanksin,654,sinTank
Eternal Commander MK-15 Vindicator's Belt,dps,jugg,dpsjugg,663,juggSust
Eternal Commander MK-15 War Leader's Belt,tank,jugg,tankjugg,670,juggTank
Eternal Commander MK-15 Weaponmaster's Belt,dps,mara,dpsmara,679,maraSust
Eternal Commander MK-2 Combat Medic's Belt,healer,merc,healermerc,692,mercHealer
Eternal Commander MK-2 Combat Tech's Belt,dps,pt,dpspt,699,ptSust
Eternal Commander MK-2 Eliminator's Belt,dps,merc,dpsmerc,707,mercBurst
Eternal Commander MK-2 Enforcer's Belt,dps,op,dpsop,718,opBurst
Eternal Commander MK-2 Field Medic's Belt,healer,op,healerop,725,opHealer
Eternal Commander MK-2 Field Tech's Belt,dps,sniper,dpssniper,732,sniperBurst
Eternal Commander MK-2 Force-Master's Belt,dps,sorc,dpssorc,742,sorcBurst
Eternal Commander MK-2 Force-Mystic's Belt,healer,sorc,healersorc,751,sorcHealer
Eternal Commander MK-2 Stalker's Belt,dps,sin,dpssin,773,sinBurst
Eternal Commander MK-2 Supercommando's Belt,tank,pt,tankpt,781,ptTank
Eternal Commander MK-2 Survivor's Belt,tank,sin,tanksin,791,sinTank
Eternal Commander MK-2 Vindicator's Belt,dps,jugg,dpsjugg,800,juggSust
Eternal Commander MK-2 War Leader's Belt,tank,jugg,tankjugg,807,juggTank
Eternal Commander MK-2 Weaponmaster's Belt,dps,mara,dpsmara,816,maraSust
Eternal Commander MK-3 Combat Medic's Belt,healer,merc,healermerc,829,mercHealer
Eternal Commander MK-3 Combat Tech's Belt,dps,pt,dpspt,836,ptSust
Eternal Commander MK-3 Eliminator's Belt,dps,merc,dpsmerc,844,mercBurst
Eternal Commander MK-3 Enforcer's Belt,dps,op,dpsop,855,opBurst
Eternal Commander MK-3 Field Medic's Belt,healer,op,healerop,862,opHealer
Eternal Commander MK-3 Field Tech's Belt,dps,sniper,dpssniper,869,sniperBurst
Eternal Commander MK-3 Force-Master's Belt,dps,sorc,dpssorc,879,sorcBurst
Eternal Commander MK-3 Force-Mystic's Belt,healer,sorc,healersorc,888,sorcHealer
Eternal Commander MK-3 Stalker's Belt,dps,sin,dpssin,910,sinBurst
Eternal Commander MK-3 Supercommando's Belt,tank,pt,tankpt,918,ptTank
Eternal Commander MK-3 Survivor's Belt,tank,sin,tanksin,928,sinTank
Eternal Commander MK-3 Vindicator's Belt,dps,jugg,dpsjugg,937,juggSust
Eternal Commander MK-3 War Leader's Belt,tank,jugg,tankjugg,944,juggTank
Eternal Commander MK-3 Weaponmaster's Belt,dps,mara,dpsmara,953,maraSust
GEMINI MK-1 Combat Medic's Belt,healer,merc,healermerc,966,mercHealer
GEMINI MK-1 Combat Tech's Belt,dps,pt,dpspt,973,ptSust
GEMINI MK-1 Eliminator's Belt,dps,merc,dpsmerc,981,mercBurst
GEMINI MK-1 Enforcer's Belt,dps,op,dpsop,992,opBurst
GEMINI MK-1 Field Medic's Belt,healer,op,healerop,999,opHealer
GEMINI MK-1 Field Tech's Belt,dps,sniper,dpssniper,1006,sniperBurst
GEMINI MK-1 Force-Master's Belt,dps,sorc,dpssorc,1016,sorcBurst
GEMINI MK-1 Force-Mystic's Belt,healer,sorc,healersorc,1025,sorcHealer
GEMINI MK-1 Stalker's Belt,dps,sin,dpssin,1047,sinBurst
GEMINI MK-1 Supercommando's Belt,tank,pt,tankpt,1055,ptTank
GEMINI MK-1 Survivor's Belt,tank,sin,tanksin,1065,sinTank
GEMINI MK-1 Vindicator's Belt,dps,jugg,dpsjugg,1074,juggSust
GEMINI MK-1 War Leader's Belt,tank,jugg,tankjugg,1081,juggTank
GEMINI MK-1 Weaponmaster's Belt,dps,mara,dpsmara,1090,maraSust
GEMINI MK-2 Combat Medic's Belt,healer,merc,healermerc,1103,mercHealer
GEMINI MK-2 Combat Tech's Belt,dps,pt,dpspt,1110,ptSust
GEMINI MK-2 Eliminator's Belt,dps,merc,dpsmerc,1118,mercBurst
GEMINI MK-2 Enforcer's Belt,dps,op,dpsop,1129,opBurst
GEMINI MK-2 Field Medic's Belt,healer,op,healerop,1136,opHealer
GEMINI MK-2 Field Tech's Belt,dps,sniper,dpssniper,1143,sniperBurst
GEMINI MK-2 Force-Master's Belt,dps,sorc,dpssorc,1153,sorcBurst
GEMINI MK-2 Force-Mystic's Belt,healer,sorc,healersorc,1162,sorcHealer
GEMINI MK-2 Stalker's Belt,dps,sin,dpssin,1184,sinBurst
GEMINI MK-2 Supercommando's Belt,tank,pt,tankpt,1192,ptTank
GEMINI MK-2 Survivor's Belt,tank,sin,tanksin,1202,sinTank
GEMINI MK-2 Vindicator's Belt,dps,jugg,dpsjugg,1211,juggSust
GEMINI MK-2 War Leader's Belt,tank,jugg,tankjugg,1218,juggTank
GEMINI MK-2 Weaponmaster's Belt,dps,mara,dpsmara,1227,maraSust
GEMINI MK-3 Combat Medic's Belt,healer,merc,healermerc,1240,mercHealer
GEMINI MK-3 Combat Tech's Belt,dps,pt,dpspt,1247,ptSust
GEMINI MK-3 Eliminator's Belt,dps,merc,dpsmerc,1255,mercBurst
GEMINI MK-3 Enforcer's Belt,dps,op,dpsop,1266,opBurst
GEMINI MK-3 Field Medic's Belt,healer,op,healerop,1273,opHealer
GEMINI MK-3 Field Tech's Belt,dps,sniper,dpssniper,1280,sniperBurst
GEMINI MK-3 Force-Master's Belt,dps,sorc,dpssorc,1290,sorcBurst
GEMINI MK-3 Force-Mystic's Belt,healer,sorc,healersorc,1299,sorcHealer
GEMINI MK-3 Stalker's Belt,dps,sin,dpssin,1321,sinBurst
GEMINI MK-3 Supercommando's Belt,tank,pt,tankpt,1329,ptTank
GEMINI MK-3 Survivor's Belt,tank,sin,tanksin,1339,sinTank
GEMINI MK-3 Vindicator's Belt,dps,jugg,dpsjugg,1348,juggSust
GEMINI MK-3 War Leader's Belt,tank,jugg,tankjugg,1355,juggTank
GEMINI MK-3 Weaponmaster's Belt,dps,mara,dpsmara,1364,maraSust
GEMINI MK-5 Combat Medic's Belt,healer,merc,healermerc,1377,mercHealer
GEMINI MK-5 Combat Tech's Belt,dps,pt,dpspt,1384,ptSust
GEMINI MK-5 Eliminator's Belt,dps,merc,dpsmerc,1392,mercBurst
GEMINI MK-5 Enforcer's Belt,dps,op,dpsop,1403,opBurst
GEMINI MK-5 Field Medic's Belt,healer,op,healerop,1410,opHealer
GEMINI MK-5 Field Tech's Belt,dps,sniper,dpssniper,1417,sniperBurst
GEMINI MK-5 Force-Master's Belt,dps,sorc,dpssorc,1427,sorcBurst
GEMINI MK-5 Force-Mystic's Belt,healer,sorc,healersorc,1436,sorcHealer
GEMINI MK-5 Stalker's Belt,dps,sin,dpssin,1458,sinBurst
GEMINI MK-5 Supercommando's Belt,tank,pt,tankpt,1466,ptTank
GEMINI MK-5 Survivor's Belt,tank,sin,tanksin,1476,sinTank
GEMINI MK-5 Vindicator's Belt,dps,jugg,dpsjugg,1485,juggSust
GEMINI MK-5 War Leader's Belt,tank,jugg,tankjugg,1492,juggTank
GEMINI MK-5 Weaponmaster's Belt,dps,mara,dpsmara,1501,maraSust
Iokath MK-1 Combat Medic's Belt,healer,merc,healermerc,1514,mercHealer
Iokath MK-1 Combat Tech's Belt,dps,pt,dpspt,1521,ptSust
Iokath MK-1 Eliminator's Belt,dps,merc,dpsmerc,1529,mercBurst
Iokath MK-1 Enforcer's Belt,dps,op,dpsop,1540,opBurst
Iokath MK-1 Field Medic's Belt,healer,op,healerop,1547,opHealer
Iokath MK-1 Field Tech's Belt,dps,sniper,dpssniper,1554,sniperBurst
Iokath MK-1 Force-Master's Belt,dps,sorc,dpssorc,1564,sorcBurst
Iokath MK-1 Force-Mystic's Belt,healer,sorc,healersorc,1573,sorcHealer
Iokath MK-1 Stalker's Belt,dps,sin,dpssin,1595,sinBurst
Iokath MK-1 Supercommando's Belt,tank,pt,tankpt,1603,ptTank
Iokath MK-1 Survivor's Belt,tank,sin,tanksin,1613,sinTank
Iokath MK-1 Vindicator's Belt,dps,jugg,dpsjugg,1622,juggSust
Iokath MK-1 War Leader's Belt,tank,jugg,tankjugg,1629,juggTank
Iokath MK-1 Weaponmaster's Belt,dps,mara,dpsmara,1638,maraSust
Iokath MK-2 Combat Medic's Belt,healer,merc,healermerc,1651,mercHealer
Iokath MK-2 Combat Tech's Belt,dps,pt,dpspt,1658,ptSust
Iokath MK-2 Eliminator's Belt,dps,merc,dpsmerc,1666,mercBurst
Iokath MK-2 Enforcer's Belt,dps,op,dpsop,1677,opBurst
Iokath MK-2 Field Medic's Belt,healer,op,healerop,1684,opHealer
Iokath MK-2 Field Tech's Belt,dps,sniper,dpssniper,1691,sniperBurst
Iokath MK-2 Force-Master's Belt,dps,sorc,dpssorc,1701,sorcBurst
Iokath MK-2 Force-Mystic's Belt,healer,sorc,healersorc,1710,sorcHealer
Iokath MK-2 Stalker's Belt,dps,sin,dpssin,1732,sinBurst
Iokath MK-2 Supercommando's Belt,tank,pt,tankpt,1740,ptTank
Iokath MK-2 Survivor's Belt,tank,sin,tanksin,1750,sinTank
Iokath MK-2 Vindicator's Belt,dps,jugg,dpsjugg,1759,juggSust
Iokath MK-2 War Leader's Belt,tank,jugg,tankjugg,1766,juggTank
Iokath MK-2 Weaponmaster's Belt,dps,mara,dpsmara,1775,maraSust
Iokath MK-3 Combat Medic's Belt,healer,merc,healermerc,1788,mercHealer
Iokath MK-3 Combat Tech's Belt,dps,pt,dpspt,1795,ptSust
Iokath MK-3 Eliminator's Belt,dps,merc,dpsmerc,1803,mercBurst
Iokath MK-3 Enforcer's Belt,dps,op,dpsop,1814,opBurst
Iokath MK-3 Field Medic's Belt,healer,op,healerop,1821,opHealer
Iokath MK-3 Field Tech's Belt,dps,sniper,dpssniper,1828,sniperBurst
Iokath MK-3 Force-Master's Belt,dps,sorc,dpssorc,1838,sorcBurst
Iokath MK-3 Force-Mystic's Belt,healer,sorc,healersorc,1847,sorcHealer
Iokath MK-3 Stalker's Belt,dps,sin,dpssin,1869,sinBurst
Iokath MK-3 Supercommando's Belt,tank,pt,tankpt,1877,ptTank
Iokath MK-3 Survivor's Belt,tank,sin,tanksin,1887,sinTank
Iokath MK-3 Vindicator's Belt,dps,jugg,dpsjugg,1896,juggSust
Iokath MK-3 War Leader's Belt,tank,jugg,tankjugg,1903,juggTank
Iokath MK-3 Weaponmaster's Belt,dps,mara,dpsmara,1912,maraSust
Iokath MK-5 Combat Medic's Belt,healer,merc,healermerc,1925,mercHealer
Iokath MK-5 Combat Tech's Belt,dps,pt,dpspt,1932,ptSust
Iokath MK-5 Eliminator's Belt,dps,merc,dpsmerc,1940,mercBurst
Iokath MK-5 Enforcer's Belt,dps,op,dpsop,1951,opBurst
Iokath MK-5 Field Medic's Belt,healer,op,healerop,1958,opHealer
Iokath MK-5 Field Tech's Belt,dps,sniper,dpssniper,1965,sniperBurst
Iokath MK-5 Force-Master's Belt,dps,sorc,dpssorc,1975,sorcBurst
Iokath MK-5 Force-Mystic's Belt,healer,sorc,healersorc,1984,sorcHealer
Iokath MK-5 Stalker's Belt,dps,sin,dpssin,2006,sinBurst
Iokath MK-5 Supercommando's Belt,tank,pt,tankpt,2014,ptTank
Iokath MK-5 Survivor's Belt,tank,sin,tanksin,2024,sinTank
Iokath MK-5 Vindicator's Belt,dps,jugg,dpsjugg,2033,juggSust
Iokath MK-5 War Leader's Belt,tank,jugg,tankjugg,2040,juggTank
Iokath MK-5 Weaponmaster's Belt,dps,mara,dpsmara,2049,maraSust
Eternal Commander MK-1 Combat Medic's Vambraces,healer,merc,healermerc,13,mercHealer
Eternal Commander MK-1 Combat Tech's Vambraces,dps,pt,dpspt,20,ptSust
Eternal Commander MK-1 Eliminator's Vambraces,dps,merc,dpsmerc,32,mercBurst
Eternal Commander MK-1 Enforcer's Bracers,dps,op,dpsop,35,opBurst
Eternal Commander MK-1 Field Medic's Bracers,healer,op,healerop,42,opHealer
Eternal Commander MK-1 Field Tech's Bracers,dps,sniper,dpssniper,49,sniperBurst
Eternal Commander MK-1 Force-Master's Cuffs,dps,sorc,dpssorc,59,sorcBurst
Eternal Commander MK-1 Force-Mystic's Cuffs,healer,sorc,healersorc,68,sorcHealer
Eternal Commander MK-1 Stalker's Cuffs,dps,sin,dpssin,90,sinBurst
Eternal Commander MK-1 Supercommando's Vambraces,tank,pt,tankpt,105,ptTank
Eternal Commander MK-1 Survivor's Cuffs,tank,sin,tanksin,108,sinTank
Eternal Commander MK-1 Vindicator's Armguards,dps,jugg,dpsjugg,114,juggSust
Eternal Commander MK-1 War Leader's Armguards,tank,jugg,tankjugg,121,juggTank
Eternal Commander MK-1 Weaponmaster's Armguards,dps,mara,dpsmara,130,maraSust
Eternal Commander MK-11 Combat Medic's Vambraces,healer,merc,healermerc,150,mercHealer
Eternal Commander MK-11 Combat Tech's Vambraces,dps,pt,dpspt,157,ptSust
Eternal Commander MK-11 Eliminator's Vambraces,dps,merc,dpsmerc,169,mercBurst
Eternal Commander MK-11 Enforcer's Bracers,dps,op,dpsop,172,opBurst
Eternal Commander MK-11 Field Medic's Bracers,healer,op,healerop,179,opHealer
Eternal Commander MK-11 Field Tech's Bracers,dps,sniper,dpssniper,186,sniperBurst
Eternal Commander MK-11 Force-Master's Cuffs,dps,sorc,dpssorc,196,sorcBurst
Eternal Commander MK-11 Force-Mystic's Cuffs,healer,sorc,healersorc,205,sorcHealer
Eternal Commander MK-11 Stalker's Cuffs,dps,sin,dpssin,227,sinBurst
Eternal Commander MK-11 Supercommando's Vambraces,tank,pt,tankpt,242,ptTank
Eternal Commander MK-11 Survivor's Cuffs,tank,sin,tanksin,245,sinTank
Eternal Commander MK-11 Vindicator's Armguards,dps,jugg,dpsjugg,251,juggSust
Eternal Commander MK-11 War Leader's Armguards,tank,jugg,tankjugg,258,juggTank
Eternal Commander MK-11 Weaponmaster's Armguards,dps,mara,dpsmara,267,maraSust
Eternal Commander MK-12 Combat Medic's Vambraces,healer,merc,healermerc,287,mercHealer
Eternal Commander MK-12 Combat Tech's Vambraces,dps,pt,dpspt,294,ptSust
Eternal Commander MK-12 Eliminator's Vambraces,dps,merc,dpsmerc,306,mercBurst
Eternal Commander MK-12 Enforcer's Bracers,dps,op,dpsop,309,opBurst
Eternal Commander MK-12 Field Medic's Bracers,healer,op,healerop,316,opHealer
Eternal Commander MK-12 Field Tech's Bracers,dps,sniper,dpssniper,323,sniperBurst
Eternal Commander MK-12 Force-Master's Cuffs,dps,sorc,dpssorc,333,sorcBurst
Eternal Commander MK-12 Force-Mystic's Cuffs,healer,sorc,healersorc,342,sorcHealer
Eternal Commander MK-12 Stalker's Cuffs,dps,sin,dpssin,364,sinBurst
Eternal Commander MK-12 Supercommando's Vambraces,tank,pt,tankpt,379,ptTank
Eternal Commander MK-12 Survivor's Cuffs,tank,sin,tanksin,382,sinTank
Eternal Commander MK-12 Vindicator's Armguards,dps,jugg,dpsjugg,388,juggSust
Eternal Commander MK-12 War Leader's Armguards,tank,jugg,tankjugg,395,juggTank
Eternal Commander MK-12 Weaponmaster's Armguards,dps,mara,dpsmara,404,maraSust
Eternal Commander MK-13 Combat Medic's Vambraces,healer,merc,healermerc,424,mercHealer
Eternal Commander MK-13 Combat Tech's Vambraces,dps,pt,dpspt,431,ptSust
Eternal Commander MK-13 Eliminator's Vambraces,dps,merc,dpsmerc,443,mercBurst
Eternal Commander MK-13 Enforcer's Bracers,dps,op,dpsop,446,opBurst
Eternal Commander MK-13 Field Medic's Bracers,healer,op,healerop,453,opHealer
Eternal Commander MK-13 Field Tech's Bracers,dps,sniper,dpssniper,460,sniperBurst
Eternal Commander MK-13 Force-Master's Cuffs,dps,sorc,dpssorc,470,sorcBurst
Eternal Commander MK-13 Force-Mystic's Cuffs,healer,sorc,healersorc,479,sorcHealer
Eternal Commander MK-13 Stalker's Cuffs,dps,sin,dpssin,501,sinBurst
Eternal Commander MK-13 Supercommando's Vambraces,tank,pt,tankpt,516,ptTank
Eternal Commander MK-13 Survivor's Cuffs,tank,sin,tanksin,519,sinTank
Eternal Commander MK-13 Vindicator's Armguards,dps,jugg,dpsjugg,525,juggSust
Eternal Commander MK-13 War Leader's Armguards,tank,jugg,tankjugg,532,juggTank
Eternal Commander MK-13 Weaponmaster's Armguards,dps,mara,dpsmara,541,maraSust
Eternal Commander MK-15 Combat Medic's Vambraces,healer,merc,healermerc,561,mercHealer
Eternal Commander MK-15 Combat Tech's Vambraces,dps,pt,dpspt,568,ptSust
Eternal Commander MK-15 Eliminator's Vambraces,dps,merc,dpsmerc,580,mercBurst
Eternal Commander MK-15 Enforcer's Bracers,dps,op,dpsop,583,opBurst
Eternal Commander MK-15 Field Medic's Bracers,healer,op,healerop,590,opHealer
Eternal Commander MK-15 Field Tech's Bracers,dps,sniper,dpssniper,597,sniperBurst
Eternal Commander MK-15 Force-Master's Cuffs,dps,sorc,dpssorc,607,sorcBurst
Eternal Commander MK-15 Force-Mystic's Cuffs,healer,sorc,healersorc,616,sorcHealer
Eternal Commander MK-15 Stalker's Cuffs,dps,sin,dpssin,638,sinBurst
Eternal Commander MK-15 Supercommando's Vambraces,tank,pt,tankpt,653,ptTank
Eternal Commander MK-15 Survivor's Cuffs,tank,sin,tanksin,656,sinTank
Eternal Commander MK-15 Vindicator's Armguards,dps,jugg,dpsjugg,662,juggSust
Eternal Commander MK-15 War Leader's Armguards,tank,jugg,tankjugg,669,juggTank
Eternal Commander MK-15 Weaponmaster's Armguards,dps,mara,dpsmara,678,maraSust
Eternal Commander MK-2 Combat Medic's Vambraces,healer,merc,healermerc,698,mercHealer
Eternal Commander MK-2 Combat Tech's Vambraces,dps,pt,dpspt,705,ptSust
Eternal Commander MK-2 Eliminator's Vambraces,dps,merc,dpsmerc,717,mercBurst
Eternal Commander MK-2 Enforcer's Bracers,dps,op,dpsop,720,opBurst
Eternal Commander MK-2 Field Medic's Bracers,healer,op,healerop,727,opHealer
Eternal Commander MK-2 Field Tech's Bracers,dps,sniper,dpssniper,734,sniperBurst
Eternal Commander MK-2 Force-Master's Cuffs,dps,sorc,dpssorc,744,sorcBurst
Eternal Commander MK-2 Force-Mystic's Cuffs,healer,sorc,healersorc,753,sorcHealer
Eternal Commander MK-2 Stalker's Cuffs,dps,sin,dpssin,775,sinBurst
Eternal Commander MK-2 Supercommando's Vambraces,tank,pt,tankpt,790,ptTank
Eternal Commander MK-2 Survivor's Cuffs,tank,sin,tanksin,793,sinTank
Eternal Commander MK-2 Vindicator's Armguards,dps,jugg,dpsjugg,799,juggSust
Eternal Commander MK-2 War Leader's Armguards,tank,jugg,tankjugg,806,juggTank
Eternal Commander MK-2 Weaponmaster's Armguards,dps,mara,dpsmara,815,maraSust
Eternal Commander MK-3 Combat Medic's Vambraces,healer,merc,healermerc,835,mercHealer
Eternal Commander MK-3 Combat Tech's Vambraces,dps,pt,dpspt,842,ptSust
Eternal Commander MK-3 Eliminator's Vambraces,dps,merc,dpsmerc,854,mercBurst
Eternal Commander MK-3 Enforcer's Bracers,dps,op,dpsop,857,opBurst
Eternal Commander MK-3 Field Medic's Bracers,healer,op,healerop,864,opHealer
Eternal Commander MK-3 Field Tech's Bracers,dps,sniper,dpssniper,871,sniperBurst
Eternal Commander MK-3 Force-Master's Cuffs,dps,sorc,dpssorc,881,sorcBurst
Eternal Commander MK-3 Force-Mystic's Cuffs,healer,sorc,healersorc,890,sorcHealer
Eternal Commander MK-3 Stalker's Cuffs,dps,sin,dpssin,912,sinBurst
Eternal Commander MK-3 Supercommando's Vambraces,tank,pt,tankpt,927,ptTank
Eternal Commander MK-3 Survivor's Cuffs,tank,sin,tanksin,930,sinTank
Eternal Commander MK-3 Vindicator's Armguards,dps,jugg,dpsjugg,936,juggSust
Eternal Commander MK-3 War Leader's Armguards,tank,jugg,tankjugg,943,juggTank
Eternal Commander MK-3 Weaponmaster's Armguards,dps,mara,dpsmara,952,maraSust
GEMINI MK-1 Combat Medic's Vambraces,healer,merc,healermerc,972,mercHealer
GEMINI MK-1 Combat Tech's Vambraces,dps,pt,dpspt,979,ptSust
GEMINI MK-1 Eliminator's Vambraces,dps,merc,dpsmerc,991,mercBurst
GEMINI MK-1 Enforcer's Bracers,dps,op,dpsop,994,opBurst
GEMINI MK-1 Field Medic's Bracers,healer,op,healerop,1001,opHealer
GEMINI MK-1 Field Tech's Bracers,dps,sniper,dpssniper,1008,sniperBurst
GEMINI MK-1 Force-Master's Cuffs,dps,sorc,dpssorc,1018,sorcBurst
GEMINI MK-1 Force-Mystic's Cuffs,healer,sorc,healersorc,1027,sorcHealer
GEMINI MK-1 Stalker's Cuffs,dps,sin,dpssin,1049,sinBurst
GEMINI MK-1 Supercommando's Vambraces,tank,pt,tankpt,1064,ptTank
GEMINI MK-1 Survivor's Cuffs,tank,sin,tanksin,1067,sinTank
GEMINI MK-1 Vindicator's Armguards,dps,jugg,dpsjugg,1073,juggSust
GEMINI MK-1 War Leader's Armguards,tank,jugg,tankjugg,1080,juggTank
GEMINI MK-1 Weaponmaster's Armguards,dps,mara,dpsmara,1089,maraSust
GEMINI MK-2 Combat Medic's Vambraces,healer,merc,healermerc,1109,mercHealer
GEMINI MK-2 Combat Tech's Vambraces,dps,pt,dpspt,1116,ptSust
GEMINI MK-2 Eliminator's Vambraces,dps,merc,dpsmerc,1128,mercBurst
GEMINI MK-2 Enforcer's Bracers,dps,op,dpsop,1131,opBurst
GEMINI MK-2 Field Medic's Bracers,healer,op,healerop,1138,opHealer
GEMINI MK-2 Field Tech's Bracers,dps,sniper,dpssniper,1145,sniperBurst
GEMINI MK-2 Force-Master's Cuffs,dps,sorc,dpssorc,1155,sorcBurst
GEMINI MK-2 Force-Mystic's Cuffs,healer,sorc,healersorc,1164,sorcHealer
GEMINI MK-2 Stalker's Cuffs,dps,sin,dpssin,1186,sinBurst
GEMINI MK-2 Supercommando's Vambraces,tank,pt,tankpt,1201,ptTank
GEMINI MK-2 Survivor's Cuffs,tank,sin,tanksin,1204,sinTank
GEMINI MK-2 Vindicator's Armguards,dps,jugg,dpsjugg,1210,juggSust
GEMINI MK-2 War Leader's Armguards,tank,jugg,tankjugg,1217,juggTank
GEMINI MK-2 Weaponmaster's Armguards,dps,mara,dpsmara,1226,maraSust
GEMINI MK-3 Combat Medic's Vambraces,healer,merc,healermerc,1246,mercHealer
GEMINI MK-3 Combat Tech's Vambraces,dps,pt,dpspt,1253,ptSust
GEMINI MK-3 Eliminator's Vambraces,dps,merc,dpsmerc,1265,mercBurst
GEMINI MK-3 Enforcer's Bracers,dps,op,dpsop,1268,opBurst
GEMINI MK-3 Field Medic's Bracers,healer,op,healerop,1275,opHealer
GEMINI MK-3 Field Tech's Bracers,dps,sniper,dpssniper,1282,sniperBurst
GEMINI MK-3 Force-Master's Cuffs,dps,sorc,dpssorc,1292,sorcBurst
GEMINI MK-3 Force-Mystic's Cuffs,healer,sorc,healersorc,1301,sorcHealer
GEMINI MK-3 Stalker's Cuffs,dps,sin,dpssin,1323,sinBurst
GEMINI MK-3 Supercommando's Vambraces,tank,pt,tankpt,1338,ptTank
GEMINI MK-3 Survivor's Cuffs,tank,sin,tanksin,1341,sinTank
GEMINI MK-3 Vindicator's Armguards,dps,jugg,dpsjugg,1347,juggSust
GEMINI MK-3 War Leader's Armguards,tank,jugg,tankjugg,1354,juggTank
GEMINI MK-3 Weaponmaster's Armguards,dps,mara,dpsmara,1363,maraSust
GEMINI MK-5 Combat Medic's Vambraces,healer,merc,healermerc,1383,mercHealer
GEMINI MK-5 Combat Tech's Vambraces,dps,pt,dpspt,1390,ptSust
GEMINI MK-5 Eliminator's Vambraces,dps,merc,dpsmerc,1402,mercBurst
GEMINI MK-5 Enforcer's Bracers,dps,op,dpsop,1405,opBurst
GEMINI MK-5 Field Medic's Bracers,healer,op,healerop,1412,opHealer
GEMINI MK-5 Field Tech's Bracers,dps,sniper,dpssniper,1419,sniperBurst
GEMINI MK-5 Force-Master's Cuffs,dps,sorc,dpssorc,1429,sorcBurst
